protocol,seed,max_depth,single_class_test,mean_realised_depth,test_rows,accuracy,f1_macro,benign_recall,benign_precision,attack_recall,roc_auc,FP,FN
random,60606,None,False,59.1,25172,0.9812092801525505,0.6868854446031945,0.3,0.5306859205776173,0.9947330038084434,0.9520302740657077,343,130
capture-aware (file-proportion),60606,6,False,6.0,36110,0.9019385211852672,0.5891753045134139,0.946524064171123,0.1313706086095992,0.9012349151874877,0.973961200098942,30,3511
capture-aware (file-proportion),60606,10,False,10.0,36110,0.9464414289670452,0.6557850021876219,0.8859180035650623,0.20997042670046473,0.9473965512391347,0.9795353143904355,64,1870
capture-aware (file-proportion),60606,12,False,12.0,36110,0.9570756023262255,0.6791315907370492,0.8484848484848485,0.2452344152498712,0.958789276772905,0.9786563839552838,85,1465
capture-aware (file-proportion),60606,20,False,20.0,36110,0.9795624480753254,0.7406535474781524,0.6363636363636364,0.4006734006734007,0.984978480407325,0.9727466630002153,204,534
capture-aware (file-proportion),60606,25,False,25.0,36110,0.9832179451675436,0.7461446165929501,0.5418894830659536,0.4655436447166922,0.9901825649104053,0.9720780320342152,257,349
capture-aware (file-proportion),60606,30,False,30.0,36110,0.9845195236776516,0.7291197493936072,0.43493761140819964,0.5020576131687243,0.993192494866241,0.9667527520573771,317,242
capture-aware (file-proportion),60606,None,False,58.9,36110,0.9858764885073387,0.6661200899469334,0.23351158645276293,0.6208530805687204,0.9977495850797491,0.9540194802293678,430,80
capture-aware (size-matched),60606,6,False,6.0,25271,0.7522456570772823,0.5545215044704539,0.9627989371124889,0.14878182315904737,0.7423991384309502,0.8989823020115923,42,6219
capture-aware (size-matched),60606,10,False,10.0,25271,0.8337224486565629,0.5952861880024376,0.7404782993799823,0.1761854583772392,0.83808300886422,0.8952204035776219,293,3909
capture-aware (size-matched),60606,12,False,12.0,25271,0.8642712991175656,0.599225105770376,0.5713020372010629,0.1796157059314954,0.8779719990058819,0.8915474019638309,484,2946
capture-aware (size-matched),60606,20,False,20.0,25271,0.911479561552768,0.6299674910619583,0.43932683790965454,0.2361904761904762,0.9335597713528291,0.8607426542352492,633,1604
capture-aware (size-matched),60606,25,False,25.0,25271,0.9336393494519409,0.6443129213802407,0.35518157661647476,0.29703703703703704,0.9606909121033883,0.7757452235478028,728,949
capture-aware (size-matched),60606,30,False,30.0,25271,0.9428594040599897,0.6451635199092896,0.30115146147032773,0.3417085427135678,0.9728688592494408,0.7666305294794403,789,655
capture-aware (size-matched),60606,None,False,56.0,25271,0.9507340429741601,0.6032531946878159,0.16651904340124005,0.3821138211382114,0.987407836964626,0.7360674504898277,941,304
random,24680,6,False,6.0,25172,0.8725568091530271,0.5800598168882654,0.9755102040816327,0.1301034295046271,0.8705129243983469,0.9623616069878239,12,3196
random,24680,10,False,10.0,25172,0.9143890036548546,0.6277038319368549,0.9469387755102041,0.17894330890860008,0.9137428085244308,0.9694073926467109,26,2129
random,24680,12,False,12.0,25172,0.927578261560464,0.64587295153069,0.9163265306122449,0.20125504258180188,0.9278016368203549,0.9703336646221571,41,1782
random,24680,20,False,20.0,25172,0.952327983473701,0.6836442493368934,0.789795918367347,0.26078167115902967,0.9555546552143263,0.9717887860111227,103,1097
random,24680,25,False,25.0,25172,0.9642459876052757,0.7077511201790119,0.7040816326530612,0.31363636363636366,0.969410906733652,0.9731798683333637,145,755
random,24680,30,False,30.0,25172,0.9719529636103608,0.719160437966955,0.5959183673469388,0.365,0.9794181994976096,0.9737125212292194,198,508
random,24680,None,False,60.8,25172,0.9814079135547433,0.7005671700213763,0.3326530612244898,0.5361842105263158,0.994287334899927,0.9602655161408215,327,141
capture-aware (file-proportion),24680,6,True,6.0,12702,0.8153834041883168,0.44915217485580466,,,0.8153834041883168,,0,2345
capture-aware (file-proportion),24680,10,True,10.0,12702,0.865139348134152,0.4638470305179182,,,0.865139348134152,,0,1713
capture-aware (file-proportion),24680,12,True,12.0,12702,0.8815147220910093,0.46851332691744424,,,0.8815147220910093,,0,1505
capture-aware (file-proportion),24680,20,True,20.0,12702,0.9239489844119037,0.48023569850233244,,,0.9239489844119037,,0,966
capture-aware (file-proportion),24680,25,True,25.0,12702,0.9387498031806015,0.4842036871599123,,,0.9387498031806015,,0,778
capture-aware (file-proportion),24680,30,True,30.0,12702,0.9552826326562746,0.4885649863101949,,,0.9552826326562746,,0,568
capture-aware (file-proportion),24680,None,True,60.0,12702,0.9847268146748543,0.496152320507735,,,0.9847268146748543,,0,194
capture-aware (size-matched),24680,6,True,6.0,29727,0.9204426951929222,0.4792867277408958,,,0.9204426951929222,,0,2365
capture-aware (size-matched),24680,10,True,10.0,29727,0.9509873179264642,0.48743900546579993,,,0.9509873179264642,,0,1457
capture-aware (size-matched),24680,12,True,12.0,29727,0.958455276348101,0.48939349696834367,,,0.958455276348101,,0,1235
capture-aware (size-matched),24680,20,True,20.0,29727,0.9753422814276583,0.49375862127688563,,,0.9753422814276583,,0,733
capture-aware (size-matched),24680,25,True,25.0,29727,0.983314831634541,0.49579361579429426,,,0.983314831634541,,0,496
capture-aware (size-matched),24680,30,True,30.0,29727,0.9879907155111515,0.49697954210873646,,,0.9879907155111515,,0,357
capture-aware (size-matched),24680,None,True,59.3,29727,0.995626871194537,0.4989043220281842,,,0.995626871194537,,0,130
