protocol,seed,max_depth,single_class_test,mean_realised_depth,test_rows,accuracy,f1_macro,benign_recall,benign_precision,attack_recall,roc_auc,FP,FN
capture-aware (size-matched),8,30,False,30.0,26252,0.957907968916654,0.6956707937023863,0.3598519888991674,0.4850374064837905,0.9835922291525963,0.9440698150092773,692,413
capture-aware (size-matched),8,None,False,59.7,26252,0.9617172024988573,0.6137751065482283,0.15263644773358,0.6496062992125984,0.9964641849747725,0.9145578378948125,916,89
random,2718,6,False,6.0,25172,0.8731129826791674,0.5815266942264388,0.9857142857142858,0.13160762942779292,0.870877562596224,0.9617596645659316,7,3187
random,2718,10,False,10.0,25172,0.9105752423327507,0.6220948143505227,0.9469387755102041,0.17255485310524357,0.9098533344137428,0.9690560666370105,26,2225
random,2718,12,False,12.0,25172,0.9244001271253774,0.6402864313973822,0.9163265306122449,0.19428818693206404,0.9245604083947816,0.9706572086739241,41,1862
random,2718,20,False,20.0,25172,0.9504608294930875,0.6804044153054367,0.8020408163265306,0.254698639014906,0.9534073413823839,0.9741628204640578,97,1150
random,2718,25,False,25.0,25172,0.9618623867789607,0.7057746344975695,0.7428571428571429,0.3038397328881469,0.9662101936633984,0.9744494045896457,126,834
random,2718,30,False,30.0,25172,0.9725091371365009,0.730821020254767,0.6408163265306123,0.3783132530120482,0.9790940766550522,0.9755595253254046,176,516
random,2718,None,False,60.8,25172,0.9825202606070237,0.7177824417895454,0.35918367346938773,0.5827814569536424,0.994895065229722,0.9681114800672721,314,126
capture-aware (file-proportion),2718,6,False,6.0,32718,0.8660981722599181,0.6667533276220102,0.8970414201183432,0.264896033548838,0.8644127884491427,0.9379425378718821,174,4207
capture-aware (file-proportion),2718,10,False,10.0,32718,0.8999021945106669,0.6783997544406007,0.6775147928994083,0.2954838709677419,0.9120149542348847,0.9324658373082377,545,2730
capture-aware (file-proportion),2718,12,False,12.0,32718,0.9057705238706523,0.6758579761716188,0.6153846153846154,0.29945292254534983,0.9215869537192214,0.9314616002495932,650,2433
capture-aware (file-proportion),2718,20,False,20.0,32718,0.9307109236505899,0.6908646194350706,0.48284023668639053,0.3693979176097782,0.9551050663916463,0.9099564584917764,874,1393
capture-aware (file-proportion),2718,25,False,25.0,32718,0.9450761048963873,0.6963988496665918,0.3875739644970414,0.46224417784050814,0.9754415366765502,0.8559635389451635,1035,762
capture-aware (file-proportion),2718,30,False,30.0,32718,0.9539091631517819,0.6717664486583355,0.2591715976331361,0.6311239193083573,0.9917493876498646,0.8503604017138939,1252,256
capture-aware (file-proportion),2718,None,False,58.3,32718,0.9514945901338713,0.5700989323276815,0.09289940828402367,0.7440758293838863,0.9982596364573934,0.807403067128526,1533,54
capture-aware (size-matched),2718,6,False,6.0,25701,0.8341698766584957,0.5043772916591859,0.9916317991631799,0.052701801200800535,0.8326918545283167,0.9373844984847385,2,4260
capture-aware (size-matched),2718,10,False,10.0,25701,0.8842457491926384,0.5356958950155066,0.9581589958158996,0.07169693174702567,0.8835519597832063,0.9483735546185981,10,2965
capture-aware (size-matched),2718,12,False,12.0,25701,0.9024940663787401,0.5462139328367345,0.8828451882845189,0.0784678319077724,0.902678501296049,0.9503017705603788,28,2478
capture-aware (size-matched),2718,20,False,20.0,25701,0.9336212598731567,0.56086625491405,0.6610878661087866,0.0886146943353898,0.9361794046029377,0.949962927772587,81,1625
capture-aware (size-matched),2718,25,False,25.0,25701,0.9483288587992685,0.572701043888131,0.5774058577405857,0.1010989010989011,0.9518105411986489,0.9492951018319531,101,1227
capture-aware (size-matched),2718,30,False,30.0,25701,0.9658768141317459,0.5937300022925462,0.47280334728033474,0.13078703703703703,0.9705050663734193,0.9532111023433394,126,751
capture-aware (size-matched),2718,None,False,59.6,25701,0.9825298626512587,0.6065014266338516,0.26778242677824265,0.1893491124260355,0.9892388657607415,0.947345112529657,175,274
random,31415,6,False,6.0,25172,0.8748212299380264,0.5823122143811845,0.9755102040816327,0.1321537185512856,0.872822299651568,0.9609949579053726,12,3139
random,31415,10,False,10.0,25172,0.9136341967265216,0.6243074936679898,0.926530612244898,0.17515432098765432,0.9133781703265538,0.9694958236110262,36,2138
random,31415,12,False,12.0,25172,0.926346734466868,0.6424516300686849,0.9061224489795918,0.19715808170515098,0.9267482375820436,0.9714279926377811,46,1808
random,31415,20,False,20.0,25172,0.9501032893691403,0.6779460410220705,0.7918367346938775,0.251621271076524,0.9532452799611053,0.9732761543155467,102,1154
random,31415,25,False,25.0,25172,0.9611870332115049,0.6976237186516011,0.7081632653061225,0.2938187976291279,0.9662101936633984,0.9747001863706344,143,834
random,31415,30,False,30.0,25172,0.9718337835690449,0.7215389363174527,0.610204081632653,0.3659730722154223,0.979013045944413,0.9731176069812093,191,518
random,31415,None,False,60.1,25172,0.9818846337200063,0.7038395990823346,0.3326530612244898,0.5582191780821918,0.9947735191637631,0.9613600095252428,327,129
capture-aware (file-proportion),31415,6,True,6.0,27820,0.9100647016534867,0.4764575256878317,,,0.9100647016534867,,0,2502
capture-aware (file-proportion),31415,10,True,10.0,27820,0.9367361610352265,0.48366740905716404,,,0.9367361610352265,,0,1760
capture-aware (file-proportion),31415,12,True,12.0,27820,0.9466930265995687,0.48630832579352623,,,0.9466930265995687,,0,1483
capture-aware (file-proportion),31415,20,True,20.0,27820,0.966175413371675,0.49139838022632953,,,0.966175413371675,,0,941
capture-aware (file-proportion),31415,25,True,25.0,27820,0.9745147375988498,0.49354644918170065,,,0.9745147375988498,,0,709
capture-aware (file-proportion),31415,30,True,30.0,27820,0.9842559309849029,0.4960327524365059,,,0.9842559309849029,,0,438
capture-aware (file-proportion),31415,None,True,60.2,27820,0.994392523364486,0.4985941893158388,,,0.994392523364486,,0,156
capture-aware (size-matched),31415,6,True,6.0,31406,0.9144749410940585,0.4776635731630243,,,0.9144749410940585,,0,2686
capture-aware (size-matched),31415,10,True,10.0,31406,0.93026810163663,0.4819372505031177,,,0.93026810163663,,0,2190
capture-aware (size-matched),31415,12,True,12.0,31406,0.9384194103037636,0.4841157725286639,,,0.9384194103037636,,0,1934
capture-aware (size-matched),31415,20,True,20.0,31406,0.9573966757944342,0.4891173504245697,,,0.9573966757944342,,0,1338
capture-aware (size-matched),31415,25,True,25.0,31406,0.9707380755269693,0.4925758971127591,,,0.9707380755269693,,0,919
capture-aware (size-matched),31415,30,True,30.0,31406,0.9771062854231676,0.49421029745704026,,,0.9771062854231676,,0,719
capture-aware (size-matched),31415,None,True,63.3,31406,0.9945233394892695,0.49862707535121326,,,0.9945233394892695,,0,172
random,161803,6,False,6.0,25172,0.8693786747179406,0.5778708548706294,0.9857142857142858,0.12832093517534537,0.8670691191961754,0.9621238893418157,7,3281
random,161803,10,False,10.0,25172,0.9106149690131893,0.6225948241415956,0.9510204081632653,0.17310549777117384,0.9098128190584232,0.9705059375666644,24,2226
random,161803,12,False,12.0,25172,0.9247973939297632,0.6414537892574503,0.9204081632653062,0.19566160520607376,0.9248845312373389,0.9716469409253047,39,1854
random,161803,20,False,20.0,25172,0.9489512156364214,0.6767524419411178,0.8040816326530612,0.2488945041061276,0.9518272425249169,0.9740920012766471,96,1189
random,161803,25,False,25.0,25172,0.9630144605116796,0.7043354101146293,0.710204081632653,0.30606860158311344,0.9680333846527834,0.975256197609098,142,789
random,161803,30,False,30.0,25172,0.971357063403782,0.7222018977230076,0.6244897959183674,0.36298932384341637,0.9782432541933392,0.9763932321166047,184,537
random,161803,None,False,60.8,25172,0.9818449070395677,0.6951287535682281,0.31020408163265306,0.5608856088560885,0.9951786727169597,0.9711103191783155,338,119
capture-aware (file-proportion),161803,6,False,6.0,30286,0.8263554117413987,0.5889271752983467,0.8901682905225864,0.16368078175895764,0.8238844874301197,0.9218615428953656,124,5135
capture-aware (file-proportion),161803,10,False,10.0,30286,0.8891236875123819,0.6339869430648528,0.7271922054915855,0.21208989925083957,0.8953939019789416,0.8779160151664185,308,3050
capture-aware (file-proportion),161803,12,False,12.0,30286,0.9036848708974443,0.617489394339957,0.5190434012400355,0.19797297297297298,0.9185787289501663,0.8574648083541978,543,2374
capture-aware (file-proportion),161803,20,False,20.0,30286,0.9508683880340751,0.6774680202461504,0.40478299379982285,0.35899450117831894,0.972013581644202,0.8084536260171522,672,816
capture-aware (file-proportion),161803,25,False,25.0,30286,0.9606748992934029,0.6830426387420743,0.33215234720992026,0.4618226600985222,0.985012175463868,0.7591999186591099,754,437
capture-aware (file-proportion),161803,30,False,30.0,30286,0.962160734332695,0.6536039396092128,0.2462356067316209,0.4851657940663176,0.989882361011078,0.7396201280790935,851,295
capture-aware (file-proportion),161803,None,False,57.3,30286,0.9638776992669881,0.5983607173416892,0.1328609388839681,0.5660377358490566,0.9960558356483863,0.6838962717735962,979,115
capture-aware (size-matched),161803,6,True,6.0,29663,0.9562417826922429,0.4888157441235266,,,0.9562417826922429,,0,1298
capture-aware (size-matched),161803,10,True,10.0,29663,0.9769409702322759,0.4941680024555779,,,0.9769409702322759,,0,684
capture-aware (size-matched),161803,12,True,12.0,29663,0.9795705087145602,0.4948399182561308,,,0.9795705087145602,,0,606
capture-aware (size-matched),161803,20,True,20.0,29663,0.9902909348346425,0.49756089298417966,,,0.9902909348346425,,0,288
capture-aware (size-matched),161803,25,True,25.0,29663,0.9934935778579375,0.49836808550217304,,,0.9934935778579375,,0,193
capture-aware (size-matched),161803,30,True,30.0,29663,0.9952128914809696,0.49880035144633683,,,0.9952128914809696,,0,142
capture-aware (size-matched),161803,None,True,58.7,29663,0.9980447021541988,0.4995106971721671,,,0.9980447021541988,,0,58
random,271828,6,False,6.0,25172,0.8750198633402193,0.5823262398180594,0.9734693877551021,0.13213296398891966,0.873065391783486,0.9595873800456086,13,3133
random,271828,10,False,10.0,25172,0.911687589385031,0.623256256714221,0.9428571428571428,0.17388031614602936,0.9110687950733328,0.9689102940422584,28,2195
random,271828,12,False,12.0,25172,0.9253535674559034,0.6404708917161358,0.9040816326530612,0.19472527472527473,0.9257758690543716,0.9699881265203594,47,1832
random,271828,20,False,20.0,25172,0.9523677101541396,0.6806476870125069,0.7693877551020408,0.2576896787423103,0.9560003241228425,0.9728264338714986,113,1086
random,271828,25,False,25.0,25172,0.9625377403464167,0.6998110495811256,0.6938775510204082,0.3000882612533098,0.9678713232315047,0.9722867528017609,150,793
random,271828,30,False,30.0,25172,0.9735817575083426,0.7261596948906852,0.5918367346938775,0.3841059602649007,0.9811603597763552,0.9713673849735989,200,465
random,271828,None,False,59.7,25172,0.9807722866677261,0.6864435604750375,0.30612244897959184,0.5102040816326531,0.9941657888339681,0.9651115247168472,340,144
capture-aware (file-proportion),271828,6,True,6.0,42600,0.8671596244131455,0.4644271507775864,,,0.8671596244131455,,0,5659
capture-aware (file-proportion),271828,10,True,10.0,42600,0.9058920187793428,0.4753113029769309,,,0.9058920187793428,,0,4009
capture-aware (file-proportion),271828,12,True,12.0,42600,0.9201643192488262,0.4792112373011895,,,0.9201643192488262,,0,3401
capture-aware (file-proportion),271828,20,True,20.0,42600,0.9485915492957746,0.4868088182146729,,,0.9485915492957746,,0,2190
capture-aware (file-proportion),271828,25,True,25.0,42600,0.96018779342723,0.48984479785399504,,,0.96018779342723,,0,1696
capture-aware (file-proportion),271828,30,True,30.0,42600,0.9688732394366197,0.49209528578582157,,,0.9688732394366197,,0,1326
capture-aware (file-proportion),271828,None,True,55.2,42600,0.9834037558685446,0.49581622146213294,,,0.9834037558685446,,0,707
capture-aware (size-matched),271828,6,True,6.0,30374,0.9773490485283466,0.4942723942723943,,,0.9773490485283466,,0,688
capture-aware (size-matched),271828,10,True,10.0,30374,0.9858102324356357,0.49642720957607306,,,0.9858102324356357,,0,431
capture-aware (size-matched),271828,12,True,12.0,30374,0.9877856061104893,0.49692763800785067,,,0.9877856061104893,,0,371
capture-aware (size-matched),271828,20,True,20.0,30374,0.993020346348851,0.4982489758160433,,,0.993020346348851,,0,212
capture-aware (size-matched),271828,25,True,25.0,30374,0.9950615658128663,0.49876233539060694,,,0.9950615658128663,,0,150
capture-aware (size-matched),271828,30,True,30.0,30374,0.9962797129123593,0.4990681949369176,,,0.9962797129123593,,0,113
capture-aware (size-matched),271828,None,True,58.6,30374,0.9988476986896688,0.4997117586019469,,,0.9988476986896688,,0,35
random,4,6,False,6.0,25172,0.8741061496901319,0.5812264739000449,0.9714285714285714,0.13109336270999725,0.8721740539664533,0.9599855054249234,14,3155
random,4,10,False,10.0,25172,0.9114889559828381,0.6222968599610137,0.936734693877551,0.17281626506024098,0.9109877643626935,0.9675106125425618,31,2197
random,4,12,False,12.0,25172,0.9243604004449388,0.6365538849352858,0.8857142857142857,0.1901840490797546,0.9251276233692569,0.9682919387672418,56,1848
random,4,20,False,20.0,25172,0.9514142698236135,0.6783621178583125,0.7714285714285715,0.25386165211551376,0.9549874402398509,0.9700416233262611,112,1111
random,4,25,False,25.0,25172,0.9617829334180836,0.6939449917898194,0.6755102040816326,0.29188712522045857,0.9674661696783081,0.9715775273726702,159,803
random,4,30,False,30.0,25172,0.9707214365167647,0.7126811518280902,0.5918367346938775,0.35066505441354295,0.9782432541933392,0.9703552039079955,200,537
random,4,None,False,61.1,25172,0.9812092801525505,0.6947194583655405,0.32040816326530613,0.5286195286195287,0.9943278502552467,0.9624543788830662,333,140
capture-aware (file-proportion),4,6,False,6.0,20768,0.8527060862865947,0.5872597308957577,0.9393939393939394,0.14836711711711711,0.8502994011976048,0.9565397423652717,34,3025
capture-aware (file-proportion),4,10,False,10.0,20768,0.8860265793528506,0.6174933104902451,0.8912655971479501,0.1781895937277263,0.8858811303013807,0.9651310804827786,61,2306
capture-aware (file-proportion),4,12,False,12.0,20768,0.9441448382126348,0.71170025772505,0.8556149732620321,0.3078896728672226,0.9466026624437076,0.9648731440641058,81,1079
capture-aware (file-proportion),4,20,False,20.0,20768,0.965572033898305,0.7477146134207504,0.6720142602495544,0.41519823788546256,0.9737219775325382,0.9626719513639888,184,531
capture-aware (file-proportion),4,25,False,25.0,20768,0.9684129429892142,0.7379797476877118,0.5668449197860963,0.43502051983584133,0.9795615380808631,0.9583310508077405,243,413
capture-aware (file-proportion),4,30,False,30.0,20768,0.9737577041602465,0.7315032429496698,0.44206773618538325,0.5166666666666667,0.9885188301083783,0.9531056770976541,313,232
capture-aware (file-proportion),4,None,False,63.3,20768,0.9765986132511556,0.6665499801976587,0.2281639928698752,0.7071823204419889,0.9973771465333795,0.9422466332637242,433,53
capture-aware (size-matched),4,6,False,6.0,25223,0.8523173294215597,0.5163785535310996,0.99581589958159,0.06007067137809187,0.85094460454691,0.9345380206512084,1,3724
capture-aware (size-matched),4,10,False,10.0,25223,0.8816159854101415,0.5347278448773352,0.9581589958158996,0.07145085803432137,0.8808837656099904,0.9415471089781979,10,2976
capture-aware (size-matched),4,12,False,12.0,25223,0.901121991832851,0.5469981347656987,0.895397489539749,0.07976146105106224,0.9011767531219981,0.942478583783161,25,2469
capture-aware (size-matched),4,20,False,20.0,25223,0.9291519644768663,0.5554349000762449,0.6485355648535565,0.08342303552206674,0.9318363752801793,0.9476028675088459,84,1703
capture-aware (size-matched),4,25,False,25.0,25223,0.9454862625381596,0.5689916740624172,0.5732217573221757,0.09716312056737589,0.9490473903298111,0.9492939916693128,102,1273
capture-aware (size-matched),4,30,False,30.0,25223,0.9554374975221028,0.5734856365301406,0.4811715481171548,0.1031390134529148,0.9599743836055076,0.9461527344027374,124,1000
capture-aware (size-matched),4,None,False,64.3,25223,0.9837449946477421,0.606159589182997,0.24267782426778242,0.20209059233449478,0.9908341338456612,0.9624910570380105,181,229
random,77,6,False,6.0,25172,0.8781185444144287,0.5854816985917722,0.9734693877551021,0.13505096262740657,0.8762255894984199,0.960288585088034,13,3055
random,77,10,False,10.0,25172,0.9123232162720483,0.6237350324227169,0.9387755102040817,0.1744406522563519,0.9117980714690868,0.9695460130409833,30,2177
random,77,12,False,12.0,25172,0.9268631813125695,0.6438568655973331,0.9102040816326531,0.19884083816317433,0.9271939064905599,0.9714451909926922,44,1797
random,77,20,False,20.0,25172,0.9549499443826474,0.6898747115497438,0.7816326530612245,0.27163120567375887,0.9583907300867028,0.9748176395588622,107,1027
random,77,25,False,25.0,25172,0.9655172413793104,0.7092891044698274,0.6857142857142857,0.32,0.9710720363017583,0.9767608469528318,154,714
random,77,30,False,30.0,25172,0.9740982043540442,0.7291803172648178,0.5938775510204082,0.3911290322580645,0.9816465440401912,0.978788351091186,199,453
random,77,None,False,61.1,25172,0.9815668202764977,0.6916557723621879,0.30612244897959184,0.5474452554744526,0.9949760959403614,0.9694647756193475,340,124
capture-aware (file-proportion),77,6,True,6.0,50695,0.8775421639214913,0.4673887919984871,,,0.8775421639214913,,0,6208
capture-aware (file-proportion),77,10,True,10.0,50695,0.9053358319360884,0.475158141027632,,,0.9053358319360884,,0,4799
capture-aware (file-proportion),77,12,True,12.0,50695,0.932478548180294,0.48252983147386364,,,0.932478548180294,,0,3423
capture-aware (file-proportion),77,20,True,20.0,50695,0.9595226353683796,0.4896716261652137,,,0.9595226353683796,,0,2052
capture-aware (file-proportion),77,25,True,25.0,50695,0.9693263635467009,0.4922121500475785,,,0.9693263635467009,,0,1555
capture-aware (file-proportion),77,30,True,30.0,50695,0.9785580431995266,0.4945814183025433,,,0.9785580431995266,,0,1087
capture-aware (file-proportion),77,None,True,58.2,50695,0.9913995463063419,0.4978406006696119,,,0.9913995463063419,,0,436
capture-aware (size-matched),77,6,True,6.0,32776,0.9212228459848669,0.4794981737335239,,,0.9212228459848669,,0,2582
capture-aware (size-matched),77,10,True,10.0,32776,0.9430070783500122,0.48533383581433326,,,0.9430070783500122,,0,1868
capture-aware (size-matched),77,12,True,12.0,32776,0.9514278740541859,0.4875547217010632,,,0.9514278740541859,,0,1592
capture-aware (size-matched),77,20,True,20.0,32776,0.9690627288259702,0.49214416312869935,,,0.9690627288259702,,0,1014
capture-aware (size-matched),77,25,True,25.0,32776,0.9776055650475958,0.49433799253293836,,,0.9776055650475958,,0,734
capture-aware (size-matched),77,30,True,30.0,32776,0.9839211618257261,0.49594771241830066,,,0.9839211618257261,,0,527
capture-aware (size-matched),77,None,True,59.3,32776,0.9945997071027581,0.49864627151051627,,,0.9945997071027581,,0,177
random,900,6,False,6.0,25172,0.8706896551724138,0.5785975103548775,0.9795918367346939,0.12885906040268458,0.8685276719876833,0.9618877013571817,10,3245
random,900,10,False,10.0,25172,0.9137136500873987,0.6271398736000419,0.9510204081632653,0.1782708492731446,0.9129730167733571,0.9706968558430583,24,2148
random,900,12,False,12.0,25172,0.9272207214365168,0.6454756475261413,0.9183673469387755,0.20071364852809992,0.9273964832671583,0.9717346690722315,40,1792
random,900,20,False,20.0,25172,0.952804703638964,0.6843529352208388,0.7857142857142857,0.2622615803814714,0.9561218701888016,0.9751985252410664,105,1083
random,900,25,False,25.0,25172,0.9634117273160655,0.7029197600442135,0.6938775510204082,0.30603060306030605,0.9687626610485374,0.974819375931233,150,771
random,900,30,False,30.0,25172,0.9731844907039567,0.7292433399010281,0.6163265306122448,0.38276299112801015,0.9802690219593225,0.9751193549293957,188,487
random,900,None,False,60.7,25172,0.981249006832989,0.6957453250857462,0.3224489795918367,0.5302013422818792,0.9943278502552467,0.9662898600814607,332,140
capture-aware (file-proportion),900,6,True,6.0,16427,0.9005296158763012,0.47383087764253684,,,0.9005296158763012,,0,1634
capture-aware (file-proportion),900,10,True,10.0,16427,0.9270104096913618,0.48106144368978043,,,0.9270104096913618,,0,1199
capture-aware (file-proportion),900,12,True,12.0,16427,0.9374201010531442,0.48384968264940614,,,0.9374201010531442,,0,1028
capture-aware (file-proportion),900,20,True,20.0,16427,0.9607962500760943,0.4900031046258926,,,0.9607962500760943,,0,644
capture-aware (file-proportion),900,25,True,25.0,16427,0.9721799476471662,0.49294687779732693,,,0.9721799476471662,,0,457
capture-aware (file-proportion),900,30,True,30.0,16427,0.980276374261886,0.49501998155548727,,,0.980276374261886,,0,324
capture-aware (file-proportion),900,None,True,61.0,16427,0.9930602057588117,0.4982590103848503,,,0.9930602057588117,,0,114
capture-aware (size-matched),900,6,True,6.0,30720,0.81923828125,0.450319394492458,,,0.81923828125,,0,5553
capture-aware (size-matched),900,10,True,10.0,30720,0.8871419270833333,0.470098149138392,,,0.8871419270833333,,0,3467
capture-aware (size-matched),900,12,True,12.0,30720,0.9107421875,0.4766431564959624,,,0.9107421875,,0,2742
capture-aware (size-matched),900,20,True,20.0,30720,0.9389322916666667,0.4842522328923511,,,0.9389322916666667,,0,1876
capture-aware (size-matched),900,25,True,25.0,30720,0.9513671875,0.4875387849064158,,,0.9513671875,,0,1494
capture-aware (size-matched),900,30,True,30.0,30720,0.9609049479166667,0.49003137502282573,,,0.9609049479166667,,0,1201
capture-aware (size-matched),900,None,True,57.3,30720,0.9805338541666667,0.4950856316360409,,,0.9805338541666667,,0,598
random,12321,6,False,6.0,25172,0.8799062450341649,0.5869612064046448,0.9693877551020408,0.13637668676428366,0.8781298111984442,0.9584448056833947,15,3008
random,12321,10,False,10.0,25172,0.9118067694263468,0.6225329544629239,0.9346938775510204,0.17309145880574453,0.9113524025605705,0.9675680781995968,32,2188
random,12321,12,False,12.0,25172,0.9265453678690608,0.6423092582778213,0.9020408163265307,0.19705751226036558,0.9270318450692813,0.9689344378866529,48,1801
random,12321,20,False,20.0,25172,0.953082790402034,0.6807325951574648,0.7571428571428571,0.25889741800418703,0.9569726926505145,0.9722897707823102,119,1062
random,12321,25,False,25.0,25172,0.9629350071508025,0.6957393082453054,0.6632653061224489,0.29734675205855443,0.9688842071144964,0.9731699875477295,165,768
random,12321,30,False,30.0,25172,0.9700460829493087,0.705400632234916,0.5714285714285714,0.33980582524271846,0.9779596467061016,0.9747250330324172,210,544
random,12321,None,False,59.8,25172,0.9815668202764977,0.7067597016933902,0.3469387755102041,0.5414012738853503,0.9941657888339681,0.9685294910444529,320,144
capture-aware (file-proportion),12321,6,False,6.0,22390,0.921572130415364,0.6607595544845479,0.9634615384615385,0.22386058981233245,0.9205761316872428,0.9679307358165384,19,1737
capture-aware (file-proportion),12321,10,False,10.0,22390,0.9400178651183564,0.6916018289679582,0.9153846153846154,0.26816901408450705,0.9406035665294925,0.972976328655341,44,1299
capture-aware (file-proportion),12321,12,False,12.0,22390,0.9486824475212148,0.7053532040743548,0.8596153846153847,0.29349967170059094,0.9508001828989483,0.9735813020998205,73,1076
capture-aware (file-proportion),12321,20,False,20.0,22390,0.9631531933899062,0.7248424142151622,0.7,0.35237173281703776,0.9694101508916324,0.9743299127712708,156,669
capture-aware (file-proportion),12321,25,False,25.0,22390,0.9698079499776686,0.7353845435162916,0.6153846153846154,0.4020100502512563,0.9782350251486054,0.9686028015194682,200,476
capture-aware (file-proportion),12321,30,False,30.0,22390,0.9758820902188478,0.741956969522298,0.5115384615384615,0.48188405797101447,0.9869227251943301,0.9626883947099997,254,286
capture-aware (file-proportion),12321,None,False,62.3,22390,0.9797677534613667,0.6908295186181218,0.28076923076923077,0.6488888888888888,0.9963877457704619,0.950272897541416,374,79
capture-aware (size-matched),12321,6,True,6.0,34512,0.8518196569309225,0.45999061179784073,,,0.8518196569309225,,0,5114
capture-aware (size-matched),12321,10,True,10.0,34512,0.8894007881316643,0.4707316699127394,,,0.8894007881316643,,0,3817
capture-aware (size-matched),12321,12,True,12.0,34512,0.9190426518312471,0.47890683980069454,,,0.9190426518312471,,0,2794
capture-aware (size-matched),12321,20,True,20.0,34512,0.962650672229949,0.49048497822396103,,,0.962650672229949,,0,1289
capture-aware (size-matched),12321,25,True,25.0,34512,0.969083217431618,0.4921494474447077,,,0.969083217431618,,0,1067
capture-aware (size-matched),12321,30,True,30.0,34512,0.9742698191933241,0.4934836209933075,,,0.9742698191933241,,0,888
capture-aware (size-matched),12321,None,True,57.5,34512,0.987047983310153,0.49674088980270353,,,0.987047983310153,,0,447
random,5150,6,False,6.0,25172,0.8736691562053075,0.5804219116705782,0.9673469387755103,0.1302913688840022,0.8718094157685763,0.960844265588903,16,3164
random,5150,10,False,10.0,25172,0.9148657238201175,0.6261470409823298,0.926530612244898,0.1772745021475986,0.9146341463414634,0.9692144486025511,36,2107
random,5150,12,False,12.0,25172,0.9289686953758144,0.6461659681108352,0.8979591836734694,0.20202020202020202,0.9295843124544202,0.9700484034469472,50,1738
random,5150,20,False,20.0,25172,0.9526457969172096,0.6839097075343856,0.7857142857142857,0.26154891304347827,0.9559598087675228,0.9716480158224865,105,1087
random,5150,25,False,25.0,25172,0.9626171937072938,0.6953641939508316,0.6673469387755102,0.29592760180995475,0.9684790535612997,0.9733952198495475,163,778
random,5150,30,False,30.0,25172,0.9725488638169395,0.7172238218180829,0.573469387755102,0.36828309305373524,0.9804715987359209,0.9723622436576932,209,482
random,5150,None,False,60.5,25172,0.9810106467503575,0.6887676953289091,0.3081632653061224,0.5206896551724138,0.9943683656105664,0.9665510187544752,339,139
capture-aware (file-proportion),5150,6,False,6.0,23301,0.8568730955752972,0.6473790827118363,0.8883968113374667,0.23812915479582147,0.855267905466354,0.9379941937157071,126,3209
capture-aware (file-proportion),5150,10,False,10.0,23301,0.8994463756920303,0.6763229744478361,0.7139061116031886,0.28520877565463554,0.9088941006675085,0.9087535616143503,323,2020
capture-aware (file-proportion),5150,12,False,12.0,23301,0.921119265267585,0.6766010000265803,0.5323294951284322,0.3144950287807431,0.9409164712249685,0.9121319718436119,528,1310
capture-aware (file-proportion),5150,20,False,20.0,23301,0.9469550663061671,0.6983884917256756,0.4038972542072631,0.4474975466143278,0.9746076132058452,0.8634657905253827,673,563
capture-aware (file-proportion),5150,25,False,25.0,23301,0.954336723745762,0.6951697460522492,0.3330380868024801,0.5473071324599709,0.9859732996572254,0.7938760686840479,753,311
capture-aware (file-proportion),5150,30,False,30.0,23301,0.9562679713317025,0.6684417012610689,0.2533215234720992,0.6190476190476191,0.9920620602561789,0.7517649076461075,843,176
capture-aware (file-proportion),5150,None,False,57.9,23301,0.954765889875971,0.5950730968022333,0.1266607617360496,0.6777251184834123,0.9969330687353418,0.7075859089904566,986,68
capture-aware (size-matched),5150,6,True,6.0,35852,0.8937855628695749,0.47195711087545655,,,0.8937855628695749,,0,3808
capture-aware (size-matched),5150,10,True,10.0,35852,0.9441035367622448,0.4856241032998565,,,0.9441035367622448,,0,2004
capture-aware (size-matched),5150,12,True,12.0,35852,0.9573245565100971,0.48909852651979363,,,0.9573245565100971,,0,1530
capture-aware (size-matched),5150,20,True,20.0,35852,0.9867789802521477,0.496672750245683,,,0.9867789802521477,,0,474
capture-aware (size-matched),5150,25,True,25.0,35852,0.9919669753430771,0.4979836451215414,,,0.9919669753430771,,0,288
capture-aware (size-matched),5150,30,True,30.0,35852,0.9943099408680129,0.49857342657342657,,,0.9943099408680129,,0,204
capture-aware (size-matched),5150,None,True,57.6,35852,0.9970434006471047,0.4992597558591022,,,0.9970434006471047,,0,106
random,60606,6,False,6.0,25172,0.8771651040839028,0.5854367067075461,0.9836734693877551,0.1351654514862591,0.8750506441941496,0.9619922144370268,8,3084
random,60606,10,False,10.0,25172,0.9158191641506436,0.6289683711858582,0.9387755102040817,0.1804629266378972,0.9153634227372174,0.969278404984877,30,2089
random,60606,12,False,12.0,25172,0.9292467821388845,0.6464250258972368,0.8959183673469387,0.20239741816505302,0.9299084352969775,0.9705243761875546,51,1730
random,60606,20,False,20.0,25172,0.9526855235976481,0.6812117179027077,0.7673469387755102,0.2587749483826566,0.9563649623207195,0.9717399608737426,114,1077
random,60606,25,False,25.0,25172,0.9618623867789607,0.6945812807881774,0.6775510204081633,0.2927689594356261,0.9675066850336278,0.9721201437385585,158,802
random,60606,30,False,30.0,25172,0.9726283171778166,0.7253007890429666,0.610204081632653,0.3751568381430364,0.9798233530508063,0.972743749472887,191,498
